AT5G52410.1;AT5G52410.2,CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119);BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 13 plant structures;EXPRESSED DURING: 6 growth stages;CONTAINS InterPro DOMAIN/s: S-layer homology domain (InterPro:IPR001119);BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23890.1);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).
AT5G66510.1,gamma carbonic anhydrase 3
AT1G73230.1,Nascent polypeptide-associated complex NAC
AT5G54500.1,flavodoxin-like quinone reductase 1
AT4G26530.1;AT4G26530.2,Aldolase superfamily protein
AT4G37200.1,Thioredoxin superfamily protein
AT3G25770.1,allene oxide cyclase 2
AT1G49670.1;AT1G49670.2,ARP protein (REF)
AT1G06700.1;AT1G06700.2;AT2G30730.1;AT2G30740.1;AT2G43230.1;AT2G43230.2;AT3G59350.1;AT3G59350.2;AT3G59350.3,Protein kinase superfamily protein
AT3G19480.1,D-3-phosphoglycerate dehydrogenase
AT2G33845.1,"Nucleic acid-binding, OB-fold-like protein"
AT1G15950.1,cinnamoyl coa reductase 1
AT4G32180.1,pantothenate kinase 2
AT4G38630.1,regulatory particle non-ATPase 10
AT1G03090.1;AT1G03090.2,"methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA);methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)"
AT3G07420.1,asparaginyl-tRNA synthetase 2
AT2G43400.1,electron-transfer flavoprotein:ubiquinone oxidoreductase
AT4G25280.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G49975.1,"INVOLVED IN: photosynthesis;LOCATED IN: photosystem I, chloroplast, thylakoid membrane;EXPRESSED IN: 20 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Photosystem I reaction centre subunit N (InterPro:IPR008796);Has 34 Blast hits to 34 proteins in 14 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 0;Plants - 34;Viruses - 0;Other Eukaryotes - 0 (source: NCBI BLink)."
AT3G49800.1,BSD domain-containing protein
AT5G45650.1,subtilase family protein
AT2G21060.1,glycine-rich protein 2B
AT5G42980.1,thioredoxin 3
AT5G64670.1,Ribosomal protein L18e/L15 superfamily protein
AT2G07698.1;ATMG01190.1,"ATPase, F1 complex, alpha subunit protein;ATP synthase subunit 1"
AT1G27310.1,nuclear transport factor 2A
AT4G24930.1,"thylakoid lumenal 17.9 kDa protein, chloroplast"
AT4G38810.2,Calcium-binding EF-hand family protein
AT3G43800.1,glutathione S-transferase tau 27
AT1G55890.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G04940.1,cysteine synthase D1
AT1G33600.1,Leucine-rich repeat (LRR) family protein
AT2G05710.1,aconitase 3
AT1G05720.1,selenoprotein family protein
AT2G29360.1,NAD(P)-binding Rossmann-fold superfamily protein
AT3G13330.1,proteasome activating protein 200
AT5G11060.1,KNOTTED1-like homeobox gene 4
AT5G08610.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT3G22330.1,putative mitochondrial RNA helicase 2
AT1G04990.1;AT1G04990.2,Zinc finger C-x8-C-x5-C-x3-H type family protein
AT3G05520.1;AT3G05520.2,Subunits of heterodimeric actin filament capping protein Capz superfamily
AT1G50670.1,OTU-like cysteine protease family protein
AT1G64680.1,unknown protein;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03055.1);Has 146 Blast hits to 146 proteins in 26 species: Archae - 0;Bacteria - 6;Metazoa - 0;Fungi - 0;Plants - 125;Viruses - 0;Other Eukaryotes - 15 (source: NCBI BLink).
AT4G12130.1,Glycine cleavage T-protein family
AT5G42190.1,E3 ubiquitin ligase SCF complex subunit SKP1/ASK1 family protein
AT2G15890.1;AT2G15890.2,maternal effect embryo arrest 14
AT5G42960.1,"unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: mitochondrion, chloroplast, plastid, chloroplast envelope;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 13 growth stages;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G45170.1);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink)."
AT5G12890.1,UDP-Glycosyltransferase superfamily protein
AT4G39090.1,Papain family cysteine protease
AT4G11380.1;AT4G11380.2,Adaptin family protein
AT3G10250.1;AT3G10250.2;AT5G04090.2,Plant protein 1589 of unknown function
AT2G20420.1,ATP citrate lyase (ACL) family protein
AT1G77550.1,tubulin-tyrosine ligases
AT2G43910.1,HARMLESS TO OZONE LAYER 1
AT5G58140.1;AT5G58140.2;AT5G58140.3,phototropin 2
AT5G54180.1,plastid transcriptionally active 15
AT3G52850.1,vacuolar sorting receptor homolog 1
AT3G20410.1,calmodulin-domain protein kinase 9
AT5G66420.2,"LOCATED IN: cellular_component unknown;EXPRESSED IN: 23 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP033271 (InterPro:IPR008322), TIM-barrel signal transduction protein, predicted (InterPro:IPR009215);Has 1232 Blast hits to 1230 proteins in 311 species: Archae - 18;Bacteria - 959;Metazoa - 1;Fungi - 84;Plants - 42;Viruses - 0;Other Eukaryotes - 128 (source: NCBI BLink)."
AT3G23490.1,cyanase
AT5G12390.1,Tetratricopeptide repeat (TPR)-like superfamily protein
AT3G09810.1,isocitrate dehydrogenase VI
AT1G15410.1,aspartate-glutamate racemase family
AT5G16990.1,Zinc-binding dehydrogenase family protein
AT1G12780.1,UDP-D-glucose/UDP-D-galactose 4-epimerase 1
AT4G29350.1,profilin 2
AT1G61690.1,phosphoinositide binding
AT5G57580.1,Calmodulin-binding protein
AT4G35560.1;AT4G35560.2,Transducin/WD40 repeat-like superfamily protein
AT3G51250.1,Senescence/dehydration-associated protein-related
AT1G10490.1,Domain of unknown function (DUF1726);Putative ATPase (DUF699)
AT5G65840.1,Thioredoxin superfamily protein
AT1G10940.1,Protein kinase superfamily protein
AT5G22040.1;AT5G22040.2;AT5G22040.3,unknown protein;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown.
AT5G23020.1,2-isopropylmalate synthase 2
AT2G17410.1;AT2G17410.2,ARID/BRIGHT DNA-binding domain-containing protein
AT1G07000.1,exocyst subunit exo70 family protein B2
AT1G74320.1,Protein kinase superfamily protein
AT3G01480.1,cyclophilin 38
AT1G10390.1;AT1G10390.2,Nucleoporin autopeptidase
AT3G03270.1;AT3G03270.2,Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G58600.1,Adaptin ear-binding coat-associated protein 1 NECAP-1
AT4G11120.1,"translation elongation factor Ts (EF-Ts), putative"
AT3G47630.1;AT3G47630.2,FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endomembrane system;EXPRESSED IN: 21 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Mitochondrial matrix Mmp37 (InterPro:IPR015222);Has 325 Blast hits to 325 proteins in 172 species: Archae - 0;Bacteria - 0;Metazoa - 109;Fungi - 140;Plants - 43;Viruses - 0;Other Eukaryotes - 33 (source: NCBI BLink).;CONTAINS InterPro DOMAIN/s: Mitochondrial matrix Mmp37 (InterPro:IPR015222);Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798;Bacteria - 22429;Metazoa - 974;Fungi - 991;Plants - 531;Viruses - 0;Other Eukaryotes - 9610 (source: NCBI BLink).
AT3G56190.1,alpha-soluble NSF attachment protein 2
AT3G22200.1;AT3G22200.2,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
AT4G35000.1,ascorbate peroxidase 3
AT5G17290.1,autophagy protein Apg5 family
AT5G49215.1;AT5G49215.2,Pectin lyase-like superfamily protein
AT4G36195.1;AT4G36195.2;AT4G36195.3,Serine carboxypeptidase S28 family protein
AT1G50480.1,10-formyltetrahydrofolate synthetase
AT2G33150.1,peroxisomal 3-ketoacyl-CoA thiolase 3
AT2G41475.1,"Embryo-specific protein 3, (ATS3)"
AT3G23600.1,alpha/beta-Hydrolases superfamily protein
AT4G34412.1,CONTAINS InterPro DOMAIN/s: Kinase binding protein CGI-121 (InterPro:IPR013926);Has 275 Blast hits to 275 proteins in 139 species: Archae - 0;Bacteria - 5;Metazoa - 98;Fungi - 109;Plants - 42;Viruses - 0;Other Eukaryotes - 21 (source: NCBI BLink).
AT2G21620.1;AT2G21620.2,Adenine nucleotide alpha hydrolases-like superfamily protein
AT3G14230.1;AT3G14230.2;AT3G14230.3,related to AP2 2
AT1G13440.1,glyceraldehyde-3-phosphate dehydrogenase C2
AT4G34180.1,Cyclase family protein
AT3G60190.1,DYNAMIN-like 1E
AT4G14710.1;AT4G14710.2;AT4G14710.3,RmlC-like cupins superfamily protein
AT1G70580.1;AT1G70580.2;AT1G70580.3;AT1G70580.4,alanine-2-oxoglutarate aminotransferase 2
AT5G42100.1;AT5G42100.2,"beta-1,3-glucanase_putative;beta-1,3-glucanase_putative"
AT5G05740.1;AT5G05740.2;AT5G05740.3,ethylene-dependent gravitropism-deficient and yellow-green-like 2
AT3G08580.1;AT3G08580.2,ADP/ATP carrier 1
AT1G54780.1,thylakoid lumen 18.3 kDa protein
AT1G33990.1,methyl esterase 14
AT1G53430.1;AT1G53430.2,Leucine-rich repeat transmembrane protein kinase
AT3G13120.1;AT3G13120.2,Ribosomal protein S10p/S20e family protein
AT5G62140.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: chloroplast;EXPRESSED IN: 19 plant structures;EXPRESSED DURING: 13 growth stages;Has 60 Blast hits to 60 proteins in 24 species: Archae - 0;Bacteria - 14;Metazoa - 0;Fungi - 0;Plants - 45;Viruses - 0;Other Eukaryotes - 1 (source: NCBI BLink).
AT3G48090.1,alpha/beta-Hydrolases superfamily protein
AT3G02750.1;AT3G02750.2;AT3G02750.3,Protein phosphatase 2C family protein
AT4G36690.1;AT4G36690.4,"U2 snRNP auxilliary factor, large subunit, splicing factor;U2 snRNP auxilliary factor, large subunit, splicing factor"
AT2G07050.1,cycloartenol synthase 1
AT5G65430.1;AT5G65430.2;AT5G65430.3,general regulatory factor 8
AT3G52570.1,alpha/beta-Hydrolases superfamily protein
AT3G44310.1;AT3G44310.3,nitrilase 1
AT1G71790.1,Subunits of heterodimeric actin filament capping protein Capz superfamily
AT2G36480.1;AT2G36480.2;AT2G36480.3,ENTH/VHS family protein
AT5G10760.1,Eukaryotic aspartyl protease family protein
AT3G14110.1;AT3G14110.2;AT3G14110.3,Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G25090.1,early nodulin-like protein 13
ATCG00540.1,photosynthetic electron transfer A
AT5G08670.1;AT5G08680.1;AT5G08690.1,ATP synthase alpha/beta family protein
AT4G34150.1,Calcium-dependent lipid-binding (CaLB domain) family protein
AT5G01350.1,unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: endomembrane system;EXPRESSED IN: 24 plant structures;EXPRESSED DURING: 15 growth stages;Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT3G56910.1,plastid-specific 50S ribosomal protein 5
AT5G28020.1;AT5G28020.2;AT5G28020.3;AT5G28020.4;AT5G28020.6,cysteine synthase D2
AT3G44100.1,MD-2-related lipid recognition domain-containing protein
ATMG00640.1,"hydrogen ion transporting ATP synthases, rotational mechanism;zinc ion binding"
AT1G72330.1;AT1G72330.3,alanine aminotransferase 2
AT3G23620.1,Ribosomal RNA processing Brix domain protein
AT1G03310.1;AT1G03310.2,debranching enzyme 1
AT4G12720.1;AT4G12720.2;AT4G12720.3,MutT/nudix family protein
AT5G23060.1,calcium sensing receptor
AT1G11360.1;AT1G11360.2;AT1G11360.3;AT1G11360.4,Adenine nucleotide alpha hydrolases-like superfamily protein
AT2G02390.3,glutathione S-transferase zeta 1
AT5G51070.1,Clp ATPase
AT1G55550.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT1G12470.1,zinc ion binding
AT1G06400.1,Ras-related small GTP-binding family protein
AT1G64390.1,glycosyl hydrolase 9C2
AT1G30910.1,Molybdenum cofactor sulfurase family protein
AT3G18490.1,Eukaryotic aspartyl protease family protein
AT2G19760.1,profilin 1
AT1G77140.1,vacuolar protein sorting 45
AT1G32490.1;AT1G32490.2,RNA helicase family protein
AT2G36410.2;AT2G36410.3,Family of unknown function (DUF662)
AT2G20630.1,PP2C induced by AVRRPM1
AT2G43180.1;AT2G43180.3,Phosphoenolpyruvate carboxylase family protein
AT1G55210.1;AT1G55210.2,Disease resistance-responsive (dirigent-like protein) family protein
AT3G21560.1,UDP-Glycosyltransferase superfamily protein
AT3G06540.1,Rab escort protein
AT1G12050.1,"fumarylacetoacetase, putative"
AT5G25150.1,TBP-associated factor 5
AT5G08570.1,Pyruvate kinase family protein
AT4G04720.1,calcium-dependent protein kinase 21
AT4G22380.1;AT5G20160.1;AT5G20160.2,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
AT3G61690.1,nucleotidyltransferases
AT3G52880.1;AT3G52880.2,monodehydroascorbate reductase 1
AT4G30950.1,fatty acid desaturase 6
AT5G14740.2,carbonic anhydrase 2
AT5G61210.1,soluble N-ethylmaleimide-sensitive factor adaptor protein 33
AT5G17990.1,tryptophan biosynthesis 1
AT2G25950.1,Protein of unknown function (DUF1000)
AT5G49650.1,xylulose kinase-2
AT3G01390.1;AT3G01390.2,vacuolar membrane ATPase 10
AT3G53180.1,glutamate-ammonia ligases;catalytics;glutamate-ammonia ligases
AT2G25310.1,Protein of unknown function (DUF2012)
AT1G02330.1,CONTAINS InterPro DOMAIN/s: Hepatocellular carcinoma-associated antigen 59 (InterPro:IPR010756);Has 1239 Blast hits to 998 proteins in 204 species: Archae - 4;Bacteria - 71;Metazoa - 421;Fungi - 109;Plants - 87;Viruses - 5;Other Eukaryotes - 542 (source: NCBI BLink).
AT3G53990.1,Adenine nucleotide alpha hydrolases-like superfamily protein
AT2G18960.1,H(+)-ATPase 1
AT5G15650.1,reversibly glycosylated polypeptide 2
AT5G39600.1,"CONTAINS InterPro DOMAIN/s: Ribosomal protein L53, mitochondrial (InterPro:IPR019716);Has 50 Blast hits to 50 proteins in 19 species: Archae - 0;Bacteria - 0;Metazoa - 6;Fungi - 0;Plants - 42;Viruses - 0;Other Eukaryotes - 2 (source: NCBI BLink)."
AT3G47930.1,"L-galactono-1,4-lactone dehydrogenase"
AT2G41430.1;AT2G41430.2;AT2G41430.4;AT2G41430.5,dehydration-induced protein (ERD15)
AT5G08180.1;AT5G08180.2,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
AT1G76200.1,unknown protein;Has 96 Blast hits to 96 proteins in 48 species: Archae - 0;Bacteria - 0;Metazoa - 0;Fungi - 47;Plants - 38;Viruses - 0;Other Eukaryotes - 11 (source: NCBI BLink).
AT1G51690.1,protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform
AT3G48990.1,AMP-dependent synthetase and ligase family protein
AT5G57130.1,Clp amino terminal domain-containing protein
AT5G43780.1,Pseudouridine synthase/archaeosine transglycosylase-like family protein
AT3G18990.1,AP2/B3-like transcriptional factor family protein
AT2G32120.1;AT2G32120.2,heat-shock protein 70T-2
AT5G23750.1;AT5G23750.2,Remorin family protein
AT3G23637.1,DVL family protein
AT5G03070.1,importin alpha isoform 9
AT2G20010.1;AT2G20010.2,Protein of unknown function (DUF810)
AT5G42270.1,FtsH extracellular protease family
AT5G07370.1;AT5G07370.2;AT5G07370.3;AT5G07370.4,inositol polyphosphate kinase 2 alpha
AT5G44090.1,Calcium-binding EF-hand family protein
AT4G16770.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
AT1G72150.1,PATELLIN 1
AT1G53000.1,Nucleotide-diphospho-sugar transferases superfamily protein
AT2G17790.1,VPS35 homolog A
AT1G15940.1,Tudor/PWWP/MBT superfamily protein
AT4G12420.1;AT4G12420.2,Cupredoxin superfamily protein
AT4G03430.1,pre-mRNA splicing factor-related
AT4G17600.1,Chlorophyll A-B binding family protein
AT5G39950.1,thioredoxin 2
AT1G48030.1;AT1G48030.2,mitochondrial lipoamide dehydrogenase 1
AT4G00830.1;AT4G00830.2;AT4G00830.3;AT4G00830.4,RNA-binding (RRM/RBD/RNP motifs) family protein
AT1G71310.1;AT1G71310.2,cobalt ion binding
AT2G18250.1,4-phosphopantetheine adenylyltransferase
AT3G17940.1,Galactose mutarotase-like superfamily protein
AT1G26630.1,Eukaryotic translation initiation factor 5A-1 (eIF-5A 1) protein
AT1G79380.1,Ca(2)-dependent phospholipid-binding protein (Copine) family
AT2G43945.1,unknown protein;LOCATED IN: chloroplast;BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G59870.1);Has 292 Blast hits to 292 proteins in 84 species: Archae - 0;Bacteria - 122;Metazoa - 0;Fungi - 0;Plants - 46;Viruses - 0;Other Eukaryotes - 124 (source: NCBI BLink).
AT1G64200.1,vacuolar H+-ATPase subunit E isoform 3
AT4G34640.1,squalene synthase 1
AT5G03905.1,Iron-sulphur cluster biosynthesis family protein
ATCG00480.1,ATP synthase subunit beta
AT3G53650.1,Histone superfamily protein
AT4G16190.1,Papain family cysteine protease
AT3G22220.1;AT3G22220.2,hAT transposon superfamily
AT3G26740.1,CCR-like
AT3G59040.1;AT3G59040.2,Tetratricopeptide repeat (TPR)-like superfamily protein
AT4G36400.1;AT4G36400.2,FAD-linked oxidases family protein
AT3G25480.1,Rhodanese/Cell cycle control phosphatase superfamily protein
AT1G72030.1,Acyl-CoA N-acyltransferases (NAT) superfamily protein
AT3G10700.1,galacturonic acid kinase
AT4G32930.1;AT4G32930.2,"unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF866, eukaryotic (InterPro:IPR008584);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).;unknown protein;FUNCTIONS IN: molecular_function unknown;INVOLVED IN: biological_process unknown;LOCATED IN: cellular_component unknown;EXPRESSED IN: 22 plant structures;EXPRESSED DURING: 13 growth stages;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF866, eukaryotic (InterPro:IPR008584)."
AT5G50100.1,Putative thiol-disulphide oxidoreductase DCC
AT2G26740.1,soluble epoxide hydrolase
AT3G22740.1,homocysteine S-methyltransferase 3
AT3G12380.1;AT3G12380.2,actin-related protein 5
AT2G35940.1;AT2G35940.2;AT2G35940.3,BEL1-like homeodomain 1
AT2G22780.1,peroxisomal NAD-malate dehydrogenase 1
AT1G71920.3;AT5G10330.3,HISTIDINE BIOSYNTHESIS 6B;histidinol phosphate aminotransferase 1
AT1G64090.1,Reticulan like protein B3
AT3G18580.1,"Nucleic acid-binding, OB-fold-like protein"
AT2G23600.1,acetone-cyanohydrin lyase
AT3G45300.1,isovaleryl-CoA-dehydrogenase
AT3G27300.1;AT3G27300.2;AT3G27300.3,glucose-6-phosphate dehydrogenase 5
AT3G12580.1,heat shock protein 70
AT4G01050.1,thylakoid rhodanese-like
AT5G42830.1,HXXXD-type acyl-transferase family protein
AT5G55070.1,Dihydrolipoamide succinyltransferase
AT5G67490.1,unknown protein;CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1674 (InterPro:IPR012875);Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12;Bacteria - 1396;Metazoa - 17338;Fungi - 3422;Plants - 5037;Viruses - 0;Other Eukaryotes - 2996 (source: NCBI BLink).
AT5G44390.1,FAD-binding Berberine family protein
AT3G18890.1,NAD(P)-binding Rossmann-fold superfamily protein
AT5G03610.1,GDSL-like Lipase/Acylhydrolase superfamily protein
